2024-03-09 00:00:00	10.3443
2024-03-09 00:00:15	28.8257
2024-03-09 00:00:30	38.3156
2024-03-09 00:00:45	62.4859
2024-03-09 00:01:00	96.3121
2024-03-09 00:01:15	101.0360
2024-03-09 00:01:30	57.5370
2024-03-09 00:01:45	51.5530
2024-03-09 00:02:00	49.8716
2024-03-09 00:02:15	32.1144
2024-03-09 00:02:30	17.8738
2024-03-09 00:02:45	9.3585
2024-03-09 00:03:00	10.3317
2024-03-09 00:03:15	25.2767
2024-03-09 00:03:30	40.2963
2024-03-09 00:03:45	72.6326
2024-03-09 00:04:00	99.4914
2024-03-09 00:04:15	98.0709
2024-03-09 00:04:30	64.3544
2024-03-09 00:04:45	59.8849
2024-03-09 00:05:00	39.4120
2024-03-09 00:05:15	33.9505
2024-03-09 00:05:30	16.0613
2024-03-09 00:05:45	10.5831
2024-03-09 00:06:00	100.3958
2024-03-09 00:06:15	89.8667
2024-03-09 00:06:30	83.7209
2024-03-09 00:06:45	63.6086
2024-03-09 00:07:00	51.9284
2024-03-09 00:07:15	51.6192
2024-03-09 00:07:30	32.8724
2024-03-09 00:07:45	40.2821
2024-03-09 00:08:00	23.2408
2024-03-09 00:08:15	15.5873
2024-03-09 00:08:30	11.0829
2024-03-09 00:08:45	5.4963
2024-03-09 00:09:00	97.2609
2024-03-09 00:09:15	72.8033
2024-03-09 00:09:30	71.6681
2024-03-09 00:09:45	58.8892
2024-03-09 00:10:00	61.3587
2024-03-09 00:10:15	52.8078
2024-03-09 00:10:30	33.4904
2024-03-09 00:10:45	28.5471
2024-03-09 00:11:00	20.2057
2024-03-09 00:11:15	16.0957
2024-03-09 00:11:30	11.9129
2024-03-09 00:11:45	5.7500
2024-03-09 00:12:00	91.9356
2024-03-09 00:12:15	67.3529
2024-03-09 00:12:30	79.8201
2024-03-09 00:12:45	73.2937
2024-03-09 00:13:00	50.6092
2024-03-09 00:13:15	48.8644
2024-03-09 00:13:30	41.7880
2024-03-09 00:13:45	39.4971
2024-03-09 00:14:00	20.5634
2024-03-09 00:14:15	16.6394
2024-03-09 00:14:30	10.9350
2024-03-09 00:14:45	4.4883
2024-03-09 00:15:00	32.3035
2024-03-09 00:15:15	53.9506
2024-03-09 00:15:30	40.3925
2024-03-09 00:15:45	71.3568
2024-03-09 00:16:00	48.0816
2024-03-09 00:16:15	53.5004
2024-03-09 00:16:30	48.4230
2024-03-09 00:16:45	49.6343
2024-03-09 00:17:00	70.3091
2024-03-09 00:17:15	52.5382
2024-03-09 00:17:30	52.3809
2024-03-09 00:17:45	66.6299
2024-03-09 00:18:00	39.7571
2024-03-09 00:18:15	51.8533
2024-03-09 00:18:30	45.0403
2024-03-09 00:18:45	53.0894
2024-03-09 00:19:00	41.3162
2024-03-09 00:19:15	57.8813
2024-03-09 00:19:30	48.8217
2024-03-09 00:19:45	40.9056
2024-03-09 00:20:00	64.7874
2024-03-09 00:20:15	59.3244
2024-03-09 00:20:30	43.5887
2024-03-09 00:20:45	69.5248
2024-03-09 00:21:00	11.2889
2024-03-09 00:21:15	25.3037
2024-03-09 00:21:30	33.2519
2024-03-09 00:21:45	59.2445
2024-03-09 00:22:00	76.2058
2024-03-09 00:22:15	89.9369
2024-03-09 00:22:30	64.2517
2024-03-09 00:22:45	58.6816
2024-03-09 00:23:00	43.2031
2024-03-09 00:23:15	31.2181
2024-03-09 00:23:30	23.0788
2024-03-09 00:23:45	10.8279
2024-03-09 00:24:00	8.3154
2024-03-09 00:24:15	27.7902
2024-03-09 00:24:30	45.4923
2024-03-09 00:24:45	53.2901
2024-03-09 00:25:00	83.1768
2024-03-09 00:25:15	108.4297
2024-03-09 00:25:30	76.6965
2024-03-09 00:25:45	68.8121
2024-03-09 00:26:00	47.9261
2024-03-09 00:26:15	24.4302
2024-03-09 00:26:30	22.5462
2024-03-09 00:26:45	9.0237
2024-03-09 00:27:00	106.2265
2024-03-09 00:27:15	74.1537
2024-03-09 00:27:30	60.6138
2024-03-09 00:27:45	50.1470
2024-03-09 00:28:00	20.4488
2024-03-09 00:28:15	9.6381
2024-03-09 00:28:30	4.3299
2024-03-09 00:28:45	20.4122
2024-03-09 00:29:00	39.0525
